item_activity,amount,date,farm_owner_id
hen Investment,9659.22,08/08/23,4
groundnut Harvest,3831.7,17/04/24,93
horse Investment,2241.12,20/01/22,49
irrigation system Harvest,6134.84,20/02/22,66
pig Harvest,380.11,02/04/23,90
pulses Harvest,9582.24,03/04/24,30
irrigation system Harvest,5779.52,24/10/22,18
irrigation system Harvest,2991.16,31/12/23,35
maize Investment,3460,06/05/24,49
tractor Harvest,3174.67,19/06/23,31
rice Investment,2783.87,23/05/24,21
sheep Harvest,2236.02,13/04/23,24
fruit Investment,5064.11,07/03/22,16
cows Harvest,4137.73,02/10/23,38
pig Harvest,8536.51,29/01/22,15
cotton Investment,2532.61,08/05/23,22
pig Harvest,8184.12,07/09/22,100
harvester Investment,3133.37,28/01/23,13
plough Harvest,5289.57,22/03/23,73
wheat Investment,4538.25,30/08/23,42
goat Harvest,8922.5,14/03/22,12
cotton Investment,3551.15,15/10/23,46
fertilizer spreader Harvest,9148.81,29/10/22,30
goats Investment,2907.52,05/06/23,71
goats Investment,2698.84,09/01/22,82
harvester Investment,865.46,14/07/22,62
tea Harvest,8398.52,11/10/22,29
cows Investment,2952.04,23/09/22,61
millets Investment,3171.27,10/04/24,25
fish Investment,2021.63,08/10/23,47
fruit Harvest,3503.39,14/05/22,32
coconut Harvest,6280.38,01/10/23,68
goat Harvest,8925.68,21/11/23,83
tractor Investment,2130.53,24/08/22,7
fish Harvest,2994.47,26/09/23,62
vegetable Investment,9743.82,25/09/22,81
pulses Harvest,1112.59,24/02/24,53
turkey Investment,1440.22,31/07/23,56
goats Harvest,3073.09,18/03/23,72
pig Harvest,643.1,20/12/23,47
turkey Harvest,7452.51,10/05/24,96
pulses Harvest,1429.3,13/07/22,84
cow Investment,9743.94,09/06/24,88
maize Investment,5269.66,05/11/23,94
cotton Investment,8225.17,17/03/23,17
fish Harvest,9507.83,11/04/22,68
wheat Investment,7504.92,01/12/22,4
hen Harvest,5641.35,27/09/23,36
horse Harvest,4097.94,30/05/23,97
groundnut Harvest,2432.87,07/02/23,81
duck Investment,1408.01,28/08/22,68
sprayer Harvest,6905.69,23/02/22,11
wheat Investment,5627.48,16/03/22,78
poultry Harvest,7448.43,04/10/22,77
harvester Harvest,7555.79,06/09/23,35
horse Harvest,4010.11,05/07/22,4
sprayer Harvest,7289.96,26/06/22,71
fruit Harvest,6756.09,05/09/23,21
wheat Harvest,891.85,15/01/22,46
rubber Investment,1959.92,18/03/24,99
goats Harvest,8641.08,25/12/23,18
coffee Harvest,6507.82,22/05/22,1
fish Investment,5568.35,09/04/24,27
goats Harvest,4220.33,15/06/24,19
goat Harvest,1010.74,12/10/22,47
goat Investment,1860.19,22/03/22,39
buffalo Investment,9060.01,04/01/22,100
plough Investment,1387.2,13/01/22,59
millets Investment,5050.19,02/06/24,4
tea Investment,606.46,17/06/22,84
rice Harvest,1626.94,16/09/22,88
groundnut Harvest,9997.66,13/09/23,56
turkey Harvest,232.57,28/05/24,89
sheep Harvest,6116.39,08/03/23,75
tractor Investment,1617.8,27/04/22,100
sugarcane Harvest,1918.66,26/05/24,48
goat Investment,1186.71,20/01/22,29
hen Investment,8948.63,21/07/23,63
duck Investment,3812.08,25/02/23,37
maize Investment,5347.75,27/05/22,84
fish Investment,4425.18,23/04/23,8
irrigation system Investment,888.48,02/10/23,12
sprayer Harvest,8457.95,16/05/24,69
rice Harvest,3851.82,21/08/23,65
rubber Harvest,5313.68,14/11/23,67
coconut Harvest,983.34,13/11/23,23
cows Harvest,4904.92,19/12/22,26
seed drill Harvest,1307.25,18/05/24,82
rice Investment,5915.49,21/02/24,3
sheep Harvest,1585.96,17/05/22,58
maize Harvest,8697.81,07/01/23,48
sugarcane Investment,7397.32,07/12/22,42
turkey Harvest,9466.35,09/12/22,81
buffalo Investment,8699.99,18/04/22,36
tea Investment,3696.55,05/09/23,81
tea Investment,7368.82,09/08/23,42
fish Investment,3620.06,13/05/22,85
goat Investment,967.44,24/03/22,66
poultry Harvest,6956.61,07/02/24,97
rubber Investment,8243.55,20/07/23,55
pig Investment,7348.8,15/04/24,1
vegetable Investment,2002.6,08/03/23,39
plough Harvest,372.84,18/02/23,46
hen Harvest,393.53,25/10/22,40
horse Investment,6881.41,28/05/23,91
tractor Harvest,7020.1,19/08/22,23
horse Investment,2726.42,15/06/23,42
sugarcane Harvest,3924.23,18/06/22,6
maize Investment,2480.13,24/04/23,73
cow Investment,856.99,01/05/24,85
cows Harvest,6771.98,10/11/23,35
hen Harvest,2945.68,24/05/22,54
sugarcane Investment,9921.49,23/06/22,82
wheat Harvest,3248.54,24/01/24,31
seed drill Harvest,8976.82,28/07/23,74
groundnut Harvest,3121.25,15/09/22,96
pig Investment,5447.94,06/05/24,45
coconut Harvest,3521.11,17/09/23,3
coconut Investment,6594.85,12/06/24,19
fertilizer spreader Harvest,8975.03,08/03/24,28
sprayer Harvest,2553.91,20/09/23,47
sugarcane Investment,2885.09,09/05/22,97
hen Harvest,5223.13,18/06/22,94
cows Investment,6702,01/04/23,51
poultry Harvest,1607.87,30/05/24,75
pig Harvest,1235.5,27/11/22,23
fruit Investment,9917.86,13/07/22,85
tea Harvest,2425.23,07/02/23,30
coffee Harvest,6245.17,02/02/24,61
horse Harvest,4735,21/03/23,38
cows Harvest,1949.75,17/09/22,7
maize Investment,2425.98,23/08/23,71
rubber Investment,670.6,25/01/24,37
cows Harvest,5075.73,28/12/23,11
fish Harvest,3518.09,17/04/23,16
hen Harvest,5641.01,04/11/23,95
fruit Harvest,4187.67,20/05/22,34
goats Harvest,6368.35,20/01/23,45
pulses Harvest,3017.02,16/08/22,29
goats Harvest,7006.61,21/04/24,47
cow Harvest,9208.49,18/04/22,44
pig Harvest,5809.51,13/06/22,68
pulses Investment,1492.96,12/08/22,85
irrigation system Investment,3162.04,19/04/22,64
seed drill Harvest,5646.01,21/08/22,12
pulses Harvest,4828.9,19/10/22,91
vegetable Harvest,4937.82,23/01/24,41
turkey Harvest,6485.35,19/09/22,52
cow Investment,3905.46,16/04/22,39
sugarcane Investment,8221.74,02/08/23,51
cow Investment,3512.43,10/05/24,28
millets Investment,1642.36,20/08/23,30
millets Investment,4274.31,08/01/22,22
poultry Investment,4632.67,12/09/22,84
harvester Harvest,3508.86,05/08/22,14
plough Investment,406.37,02/01/24,49
coffee Investment,8877.33,10/05/23,98
fertilizer spreader Harvest,5991.55,04/11/23,29
duck Investment,5017.72,17/01/22,84
pig Harvest,6199.75,17/05/24,10
fruit Investment,1649.7,07/06/24,6
hen Harvest,7796.81,31/08/22,18
coffee Investment,7173.19,04/01/24,29
wheat Harvest,7842.16,01/11/23,5
horse Harvest,3637.88,29/06/23,58
cows Harvest,8438.03,08/06/23,98
irrigation system Harvest,9943.3,21/05/23,60
vegetable Harvest,3890.17,30/10/23,99
poultry Harvest,731.87,05/04/24,59
cow Investment,8734.19,25/01/23,3
sprayer Investment,9325.47,15/09/22,19
poultry Harvest,4527.92,18/01/22,74
turkey Harvest,9178.55,15/05/24,92
fertilizer spreader Investment,1155.57,24/02/23,60
pulses Harvest,1487.66,02/08/23,34
sprayer Harvest,8535.33,18/06/24,91
pig Investment,5324.68,05/10/23,82
tea Investment,2871.93,30/12/23,23
seed drill Investment,2622.23,22/06/22,41
groundnut Harvest,3908.48,22/08/22,65
sheep Harvest,3710.98,29/08/22,77
cows Investment,8231.34,09/05/24,86
groundnut Investment,1249.94,11/01/22,74
hen Harvest,4207.78,21/07/22,17
pig Investment,8653.98,30/01/23,24
coconut Harvest,518.81,28/12/22,72
tractor Investment,6514.35,10/12/23,98
sugarcane Harvest,9551.41,11/04/22,40
irrigation system Harvest,7485.96,25/08/22,29
poultry Investment,1964.54,20/05/23,84
seed drill Harvest,7837.35,29/10/22,38
fruit Investment,6065.22,31/01/23,2
tea Harvest,6583.27,31/05/24,99
rubber Investment,5083.04,21/01/22,7
pig Investment,3389.09,14/11/22,61
buffalo Investment,925.33,23/02/23,36
wheat Investment,1270.59,26/02/22,55
irrigation system Investment,6414.49,19/11/22,2
pig Harvest,4169.78,04/12/23,56
irrigation system Harvest,5409.7,03/01/22,58
coconut Harvest,6590.53,28/11/23,3
coconut Investment,1458.87,29/04/22,13
duck Harvest,3032.89,09/09/22,8
horse Investment,6966.74,03/09/23,25
cow Investment,9167.25,16/01/24,42
goat Investment,8956.73,20/08/22,37
plough Investment,7494.06,10/01/22,48
coconut Harvest,4551.57,11/05/22,54
vegetable Investment,7221.17,08/03/22,47
buffalo Investment,8380.47,03/06/23,1
irrigation system Harvest,3269.36,01/09/22,32
plough Investment,2414.36,03/02/23,79
sugarcane Investment,2914.03,13/08/23,10
rubber Harvest,9568.28,21/01/24,81
fertilizer spreader Harvest,1943.73,12/10/22,66
maize Harvest,9566.98,31/12/23,72
tea Harvest,2769.75,05/05/22,36
cows Harvest,113.36,22/06/22,1
pig Harvest,5609.31,13/04/24,33
maize Investment,8787.33,18/03/22,55
goats Investment,3954.73,29/12/23,3
tractor Investment,8464.63,22/03/24,30
fruit Harvest,9849.73,13/08/23,8
cotton Harvest,7719.52,29/07/22,65
sprayer Harvest,9849.24,07/12/23,1
vegetable Harvest,2835.76,06/09/23,31
duck Harvest,1154.25,27/01/23,100
buffalo Investment,9254.59,20/12/23,59
cows Investment,1162.92,21/02/22,91
horse Investment,632.29,31/05/23,19
plough Investment,9853.68,22/04/23,31
sheep Investment,6709.83,25/07/23,94
seed drill Investment,1441.57,13/02/22,73
sugarcane Investment,5459.72,11/05/23,46
poultry Harvest,2068.8,24/02/24,83
rubber Investment,3338.08,25/02/23,33
sheep Harvest,8343.46,05/01/24,60
coconut Investment,5333.43,12/02/24,87
fruit Harvest,4265.8,13/05/22,66
fruit Harvest,294.59,07/10/23,54
hen Harvest,7146.78,04/01/24,45
poultry Investment,579.19,08/12/22,37
buffalo Harvest,5188.95,22/09/22,42
fertilizer spreader Harvest,2020.26,11/08/22,25
irrigation system Harvest,6467.47,06/04/23,89
rice Harvest,7135.02,24/08/22,23
vegetable Harvest,6711.08,23/05/22,49
millets Harvest,1085.31,02/03/22,59
maize Harvest,3893.22,15/07/23,91
sprayer Harvest,3398.23,18/06/24,83
coconut Harvest,3895.14,05/03/24,99
poultry Investment,2994.61,11/04/23,23
pulses Harvest,1622.73,06/02/24,64
seed drill Investment,326.35,10/04/22,68
sheep Investment,9302.89,15/06/24,59
cow Investment,1169.41,04/01/24,69
goats Harvest,6943.95,24/10/23,92
fruit Investment,7261.77,10/10/23,51
rubber Harvest,7542.64,23/02/24,11
fruit Investment,5409.65,03/12/22,41
poultry Investment,6781.29,06/03/24,18
cows Harvest,2972.21,10/11/23,3
rice Investment,9109.07,17/05/23,39
cow Harvest,8527.59,22/02/22,28
fruit Harvest,7930.75,21/02/22,78
buffalo Harvest,1666,02/02/24,96
duck Harvest,7473.15,15/06/22,79
rice Investment,7562.4,20/12/23,63
wheat Harvest,787.8,31/07/22,47
plough Harvest,9092.61,06/05/23,12
rice Investment,2684.9,18/01/23,21
sheep Harvest,2587.12,21/08/22,78
fertilizer spreader Investment,9030.55,04/06/24,22
wheat Harvest,8816.84,06/08/23,61
horse Harvest,8307.05,08/07/22,79
goats Harvest,636.37,26/10/22,44
irrigation system Investment,1629.97,24/11/23,28
cows Harvest,704.44,18/02/23,86
harvester Investment,1010.85,14/01/24,20
turkey Investment,404.51,20/11/22,54
cow Investment,2448.2,14/07/22,37
buffalo Investment,1887.83,07/07/22,95
poultry Harvest,9623.27,20/03/22,41
cows Harvest,518.73,15/04/24,96
plough Investment,6358.84,22/12/22,88
hen Investment,4014.84,28/01/23,18
harvester Investment,5378.37,11/10/22,3
hen Harvest,9853.59,14/05/22,5
goats Harvest,1829.23,09/01/23,36
harvester Investment,3820.94,01/11/23,22
vegetable Investment,8723.63,06/11/23,65
maize Investment,3460.02,10/03/23,54
cows Harvest,8968.66,25/03/22,96
tractor Harvest,8724.48,20/11/23,83
goat Investment,1249.76,19/04/22,13
fish Investment,8048.47,17/10/22,25
sheep Harvest,3056.93,14/03/22,50
tea Harvest,6990.51,03/07/22,4
seed drill Harvest,7727.07,03/04/23,79
harvester Harvest,9493.22,12/02/24,98
fertilizer spreader Investment,3381.39,03/04/23,96
vegetable Harvest,2357.14,04/04/23,73
rice Harvest,5936.36,20/05/22,23
pulses Harvest,741.66,17/06/23,50
tea Harvest,5967.99,04/02/23,59
fruit Harvest,392.49,18/10/23,76
rubber Investment,2832.08,11/02/24,80
groundnut Harvest,5017.96,19/02/22,36
hen Harvest,7924.66,26/03/23,93
pig Harvest,8080.68,30/11/22,14
tea Harvest,440.71,03/12/22,22
sprayer Investment,8299.88,24/04/23,51
buffalo Harvest,8041.83,18/08/22,79
fruit Investment,6423.04,06/09/22,65
harvester Investment,4104.54,29/08/22,48
horse Investment,8546.97,18/10/23,88
rubber Investment,397.34,12/05/24,10
harvester Investment,5526.49,14/03/23,91
buffalo Investment,2347.63,11/10/22,28
hen Harvest,7068.74,05/02/22,10
buffalo Harvest,2060.82,02/01/22,81
irrigation system Investment,3174.55,21/02/23,99
goat Investment,3857.14,17/04/24,60
sheep Harvest,978.33,26/09/22,97
irrigation system Harvest,8983.57,02/03/22,44
harvester Investment,5210.5,02/07/22,53
millets Investment,6430.77,28/08/22,15
cows Harvest,2178.48,23/09/22,52
seed drill Investment,6999.19,29/10/22,95
hen Investment,8855.44,23/03/23,45
fish Investment,6938.51,04/01/22,78
wheat Investment,4998.09,15/02/24,90
irrigation system Harvest,4594.11,25/09/22,67
tea Investment,9342.84,22/06/23,45
maize Investment,4940.88,09/07/23,41
coffee Investment,5484.56,27/05/24,37
cows Investment,9168.95,26/02/23,14
irrigation system Harvest,9796.02,22/02/22,67
fertilizer spreader Harvest,217.25,29/09/23,76
coffee Investment,6575.79,23/12/22,1
fruit Investment,8971.39,31/08/22,68
coffee Harvest,4797.82,23/01/23,32
wheat Investment,501.45,28/08/23,88
cow Investment,4611.4,20/02/24,37
hen Harvest,945.36,04/01/22,80
irrigation system Investment,1181.67,19/05/24,22
sprayer Harvest,5070.69,29/03/24,54
sugarcane Harvest,1659.91,09/06/23,70
pig Investment,5530.48,23/12/22,82
hen Harvest,4271.17,24/02/22,45
hen Harvest,8270.04,04/05/24,87
harvester Harvest,4933.77,06/05/24,51
fruit Harvest,9781.56,11/11/22,78
hen Investment,6356.41,27/06/23,10
irrigation system Investment,5038.95,30/03/23,83
millets Investment,3148.44,17/12/22,21
wheat Harvest,1925.53,02/12/23,47
pig Harvest,7473.46,15/02/24,30
hen Harvest,5591.97,24/06/23,19
wheat Investment,1442.03,05/06/23,36
buffalo Harvest,1340.95,19/05/23,66
pig Investment,2985.76,31/05/24,21
harvester Investment,4709.52,23/04/23,27
duck Investment,9809.66,01/07/22,4
sheep Investment,7592.24,09/09/22,44
seed drill Harvest,5333.39,06/02/24,82
sprayer Harvest,7295.19,18/04/24,54
sheep Harvest,6165.25,16/09/22,10
plough Harvest,6734.64,24/03/24,14
rubber Harvest,8828.98,04/02/22,19
harvester Harvest,7122.4,11/06/23,21
maize Harvest,2039.57,01/08/23,80
cows Harvest,6323.65,06/08/23,48
cows Investment,4360.14,01/06/22,50
buffalo Harvest,4970.21,05/12/23,28
horse Investment,104.04,30/07/22,54
horse Investment,3095.18,29/01/24,85
groundnut Investment,9785.75,28/07/23,11
tea Harvest,4858.2,25/01/23,76
goat Investment,5337.87,27/03/22,53
goats Investment,9971.78,09/01/24,58
buffalo Harvest,8917.65,19/10/22,36
cow Investment,2739.11,26/03/24,60
cows Harvest,8541.23,08/12/23,58
seed drill Harvest,9882.53,21/04/24,87
cow Harvest,2340.69,19/07/22,24
tea Investment,6258.23,09/05/24,18
buffalo Harvest,5016.96,21/06/23,70
seed drill Investment,6411.94,24/03/22,28
seed drill Harvest,2075.35,05/05/24,98
vegetable Harvest,3582.63,16/09/23,32
seed drill Harvest,4542.47,05/02/23,90
cotton Investment,910.89,24/08/23,84
sprayer Harvest,2240.79,01/09/23,27
duck Harvest,5896.17,19/03/24,15
fruit Investment,8392.33,12/12/22,98
horse Investment,9169.21,26/01/24,50
harvester Investment,3329.02,15/06/22,92
duck Investment,4618.35,23/01/23,80
coffee Investment,738.46,09/07/22,76
sheep Harvest,9116.94,07/01/24,96
goats Investment,9756.62,29/03/24,16
coconut Investment,4192.56,30/08/22,73
maize Harvest,7913.35,06/09/23,85
duck Investment,7662.99,03/05/24,80
cow Harvest,9860.71,21/08/23,51
tractor Harvest,4422.88,25/02/23,6
horse Investment,4997.9,07/03/24,58
sheep Harvest,3105.07,16/12/23,45
millets Investment,6297.05,17/12/22,12
rubber Investment,4835.1,13/09/22,67
millets Harvest,4618.31,23/07/22,53
duck Harvest,7711.69,01/08/22,91
fruit Investment,8481.36,06/04/23,7
cotton Investment,2583.63,03/01/24,50
groundnut Investment,840.5,16/02/23,55
seed drill Investment,2511.59,07/02/22,41
vegetable Harvest,628.55,28/04/24,40
sugarcane Harvest,6503.28,05/08/23,58
fish Investment,1986.87,17/02/23,29
duck Investment,9687.33,09/09/22,22
cow Investment,4127.77,30/01/24,34
goat Harvest,8188.63,03/09/23,86
wheat Harvest,7130.9,16/04/22,39
irrigation system Investment,9119.32,04/01/22,18
fertilizer spreader Harvest,6194.73,10/06/24,52
duck Harvest,2619.97,23/02/23,92
goats Investment,3119.82,09/03/23,42
fruit Investment,3035.09,05/04/23,96
sheep Investment,2979.55,15/05/24,56
poultry Investment,689.71,12/12/23,50
plough Harvest,9411.89,22/03/24,51
cow Investment,1871.56,15/04/24,33
plough Harvest,5275.67,22/04/22,67
rice Harvest,2394.87,29/04/24,66
duck Investment,5609.3,20/04/22,90
plough Investment,6027.59,15/03/23,88
vegetable Investment,6936.75,13/02/22,75
tea Harvest,8481.4,24/03/24,53
tea Investment,5368.58,26/06/22,45
coffee Investment,6226.93,17/02/22,84
pig Investment,2029.41,16/11/22,86
tractor Harvest,5883.65,11/01/24,38
maize Harvest,3477.09,04/12/22,22
millets Harvest,8635.39,24/03/22,1
goat Harvest,7636.75,29/01/22,87
buffalo Investment,8563.96,07/12/22,60
turkey Investment,9178.92,23/01/23,28
fruit Harvest,7174.96,07/04/23,95
pig Harvest,8887.06,30/07/22,62
goat Harvest,1254.61,31/10/23,44
sheep Harvest,7466.32,13/06/24,43
pulses Investment,8736.62,30/12/22,25
goats Investment,7556.62,20/06/22,33
rubber Investment,9376.91,01/09/23,21
duck Investment,5750.68,22/10/23,67
rice Harvest,668.48,28/04/22,92
plough Investment,3562.24,19/06/24,14
goat Investment,7115.81,29/05/23,65
seed drill Harvest,3480.61,28/04/24,12
buffalo Investment,4888.06,22/01/24,43
tractor Harvest,6249.79,13/10/23,92
cotton Investment,4046.59,26/08/22,14
harvester Investment,5808.39,28/01/24,49
fish Investment,9844.55,11/01/24,76
maize Harvest,5503.88,12/12/23,37
vegetable Harvest,4578.95,09/05/24,37
coffee Harvest,7687.98,20/03/22,58
goats Harvest,9877.74,31/07/22,58
pulses Investment,2573.94,15/12/23,65
plough Investment,2363.96,19/03/23,58
tractor Harvest,5236.68,22/04/22,34
goat Investment,5646.3,19/05/24,46
poultry Harvest,1729.2,28/02/23,49
rubber Investment,1644.42,23/09/22,86
wheat Harvest,7701.75,07/02/24,23
fruit Investment,1840.78,30/03/23,14
turkey Harvest,1815.94,25/05/24,99
maize Harvest,2787.93,20/10/22,93
turkey Harvest,3496.65,26/12/23,23
wheat Harvest,7746.9,28/08/23,80
sprayer Harvest,771.41,23/09/23,48
turkey Investment,4347.17,13/04/22,25
groundnut Harvest,5344.97,31/12/22,2
irrigation system Investment,5175.87,20/02/23,10
turkey Harvest,8883.85,16/06/23,21
sugarcane Harvest,1150.26,17/12/22,30
vegetable Harvest,1335.52,28/04/22,55
seed drill Investment,9233.38,09/12/22,13
cows Investment,9240.62,01/01/24,48
buffalo Harvest,6352.64,06/05/22,90
turkey Investment,1380.59,22/02/22,95
harvester Harvest,1198.29,22/05/22,41
millets Harvest,8877.02,20/03/23,94
pig Harvest,4605.08,20/12/23,29
sheep Harvest,5554.58,05/05/22,22
cow Investment,3429.92,06/02/22,52
buffalo Harvest,6628.91,15/11/22,17
sprayer Investment,7628.5,27/02/22,18
wheat Harvest,1179.2,18/04/22,35
cows Harvest,7738.14,19/02/23,95
irrigation system Harvest,6147.95,13/02/22,27
pig Harvest,8173.72,09/05/24,21
rice Investment,6638.58,19/12/22,52
fertilizer spreader Investment,5316.05,23/03/24,5
harvester Investment,4709.78,17/11/23,49
pig Harvest,2029.31,08/07/23,26
fertilizer spreader Investment,1940.71,23/05/22,67
coconut Investment,1088.25,07/06/23,68
coconut Investment,2469.79,17/03/23,7
horse Harvest,1542.95,01/01/23,68
goat Harvest,1696.63,10/08/23,26
cow Investment,7314.2,13/12/22,81
cow Harvest,7928.14,13/07/22,22
coconut Investment,3602.4,05/02/24,69
rice Investment,1749.38,05/11/23,44
horse Investment,7652.23,30/01/23,45
maize Harvest,3086.32,24/04/23,14
turkey Harvest,5019.91,03/01/22,54
tractor Investment,3438.76,03/03/24,17
fish Harvest,9414.62,21/09/23,30
pulses Harvest,2384.37,31/03/23,30
cow Investment,8347.3,20/06/23,38
fish Harvest,1251,30/04/22,86
horse Investment,472.85,22/09/22,10
irrigation system Harvest,8017.24,01/06/24,29
goats Harvest,9126.96,08/04/24,12
goats Investment,5369.22,13/04/24,35
rubber Harvest,5611.8,27/11/22,46
cow Harvest,1406.67,10/02/22,90
sheep Harvest,4515.74,01/08/22,87
groundnut Investment,2747.53,28/09/22,95
hen Harvest,8334.48,07/02/24,33
rice Investment,6201.39,28/01/24,15
plough Harvest,1398.9,26/10/22,55
plough Investment,7640.53,27/07/23,60
buffalo Investment,8652.75,11/06/23,50
coconut Harvest,2221.23,20/09/22,29
millets Investment,6587.05,01/03/23,23
fertilizer spreader Harvest,5482.87,21/05/23,32
sugarcane Harvest,6267.43,13/04/22,39
goats Harvest,2244.53,09/11/23,6
harvester Harvest,6998.52,17/03/22,90
cotton Harvest,1296.61,07/03/22,82
coconut Investment,7332.19,11/04/23,26
buffalo Harvest,2539.15,27/04/22,74
groundnut Investment,7891.98,15/09/22,59
coconut Harvest,7859.43,01/02/23,83
vegetable Investment,355.96,30/09/23,32
wheat Harvest,2962.36,06/09/23,69
turkey Investment,5550.05,03/09/23,70
cows Investment,2393.2,08/09/22,6
sugarcane Investment,1382.84,22/07/22,95
sprayer Harvest,8346.4,20/02/23,5
goats Investment,7047.53,22/07/23,79
tractor Harvest,3892.06,08/02/22,23
wheat Investment,3618.66,25/02/22,82
groundnut Harvest,1223.39,15/02/24,11
coconut Investment,3833.54,19/04/24,35
cows Investment,2798.03,20/12/22,31
seed drill Investment,2553.52,12/05/24,28
coconut Investment,234.93,12/03/24,90
duck Harvest,5296.07,28/06/22,5
coffee Investment,747.52,21/01/24,16
tea Investment,6530.62,26/04/22,98
harvester Harvest,2880.68,18/11/22,82
sugarcane Investment,9690.63,08/10/23,56
hen Harvest,5750.51,05/09/23,25
plough Investment,8285.95,19/01/22,69
cow Harvest,8374.59,24/05/22,87
maize Harvest,281.38,06/07/23,75
groundnut Harvest,7513.62,26/04/23,18
horse Harvest,6248.19,13/11/22,26
poultry Harvest,8142.93,08/03/24,47
pig Harvest,5494.43,05/05/22,25
sheep Investment,4396.28,01/06/23,19
sugarcane Investment,2842.96,17/01/22,77
maize Investment,2944.23,07/02/24,51
vegetable Harvest,4132.79,31/07/23,84
turkey Harvest,437.59,24/05/22,20
buffalo Harvest,144.25,16/01/23,20
plough Investment,1927.01,14/03/23,22
rice Investment,6785.27,08/09/23,12
sugarcane Investment,6820.08,28/05/24,77
wheat Investment,3411.62,01/11/22,58
groundnut Investment,4212.58,10/08/22,42
sheep Investment,1839.52,06/07/22,34
rice Harvest,3627.42,25/01/24,92
poultry Investment,5831.18,25/05/23,68
cow Investment,5309.51,27/06/22,30
sugarcane Harvest,3532.23,02/09/22,7
cows Investment,4505.01,04/10/22,7
cows Harvest,7025.92,04/05/24,7
coconut Investment,3841.48,23/10/22,17
buffalo Harvest,5467.91,23/01/23,98
horse Harvest,7491.12,02/09/22,48
cotton Investment,6368.12,10/01/23,44
duck Harvest,2356.89,21/05/22,34
sprayer Investment,6576.64,11/08/22,59
tractor Harvest,2581.6,14/02/23,51
fruit Harvest,3357.47,13/12/23,41
fruit Investment,5512.99,07/03/24,80
goat Harvest,118.21,07/09/23,9
fish Investment,7198.18,14/02/23,41
harvester Harvest,7134.3,24/06/23,25
buffalo Investment,8293.96,15/10/22,28
rubber Investment,3545.83,12/11/23,61
harvester Harvest,367.14,01/01/22,69
rubber Harvest,795.63,03/04/24,13
seed drill Harvest,772.08,05/02/24,30
rice Investment,2863.13,06/01/23,59
sugarcane Investment,4123.32,24/05/23,42
coffee Investment,5923.92,14/06/23,89
pig Harvest,8276.65,10/04/24,10
vegetable Investment,746,02/10/23,40
pulses Investment,6207.82,08/04/23,5
seed drill Harvest,559.94,24/08/23,50
coconut Investment,1578.52,10/02/24,37
vegetable Investment,2426.26,06/04/22,16
poultry Harvest,9086.64,02/07/23,25
tea Harvest,724.17,14/04/24,60
tea Investment,7928.21,26/06/23,84
goat Harvest,6284.79,20/04/24,43
coffee Investment,2524.51,01/04/23,99
fruit Harvest,1781.35,13/09/23,69
horse Investment,4376.99,21/03/24,38
buffalo Harvest,4608.68,03/01/23,45
tea Investment,8821.91,01/11/23,66
pulses Harvest,2807.86,24/03/22,4
coconut Investment,8370.98,16/08/22,70
duck Harvest,4720.44,13/02/23,70
fruit Investment,7627.67,16/08/23,67
harvester Investment,3749.8,02/06/22,41
horse Harvest,4992.86,10/07/22,38
cotton Harvest,5106.9,29/03/22,70
hen Harvest,2235.4,23/01/24,44
hen Harvest,5428.53,04/12/23,47
irrigation system Harvest,7729.83,19/06/22,49
tea Harvest,6440.54,03/04/22,59
irrigation system Investment,2966.82,12/03/24,13
coffee Harvest,5928.29,14/07/22,8
plough Investment,5228.46,17/10/23,84
sugarcane Harvest,5726.23,31/03/24,85
maize Investment,4202.98,07/02/24,76
buffalo Harvest,2762.43,04/06/22,43
fertilizer spreader Investment,1180.17,15/05/22,2
tea Harvest,9831.63,15/12/22,77
coconut Investment,1048.16,04/03/23,44
cotton Harvest,8639.06,23/06/22,22
maize Harvest,4450.08,19/12/23,87
goats Investment,1211.19,05/09/22,87
vegetable Harvest,3447.8,29/04/22,96
fertilizer spreader Harvest,7380.4,24/02/24,11
goats Harvest,9344.81,20/09/22,76
poultry Harvest,3813.57,23/01/22,60
tractor Harvest,7400.37,22/08/22,54
pig Harvest,8791.78,11/12/22,26
millets Harvest,780.79,07/08/23,63
sprayer Investment,9696.12,26/07/23,65
cows Harvest,3718.55,03/03/24,93
duck Investment,561.8,21/10/23,1
irrigation system Harvest,5926.39,24/08/22,82
groundnut Investment,7113.52,23/11/23,63
irrigation system Harvest,2486.3,01/06/23,52
tractor Investment,9851.56,16/07/22,24
goats Harvest,7797.82,11/10/23,54
seed drill Investment,5968.84,07/09/22,100
goat Investment,8714.07,12/12/22,19
tractor Investment,4021.75,14/05/23,29
groundnut Harvest,7048.74,23/01/24,41
harvester Harvest,1384.91,28/03/23,31
rice Investment,799.19,17/05/23,2
horse Investment,6527.55,24/04/22,65
rice Investment,3898.5,14/02/23,88
fruit Harvest,5233.62,11/04/22,95
millets Harvest,5438.93,20/02/24,49
sprayer Harvest,4844.89,03/10/22,7
plough Harvest,1067.99,15/05/24,14
coconut Investment,7249.79,27/05/22,6
maize Harvest,1788.97,15/06/24,10
sprayer Investment,7201.99,30/04/23,51
tractor Harvest,8369.42,21/01/23,53
pulses Harvest,2980.75,25/02/22,47
irrigation system Harvest,6789.99,20/11/23,28
sprayer Investment,2469.22,09/01/22,72
