item_name,amount,type,date,farm_owner_id
harvester,7419.61,Investment,2023-02-18,16
millets,9031.71,Investment,2023-04-05,96
sprayer,4374.42,Investment,2022-10-15,100
cows,2229.98,Investment,2024-03-17,29
fertilizer spreader,590.33,Investment,2023-07-19,15
sprayer,691.68,Investment,2024-02-16,62
rice,8225.68,Investment,2023-09-27,21
plough,6394.51,Harvest,2022-06-25,53
goats,8035.77,Investment,2023-05-14,19
groundnut,2148.25,Harvest,2024-02-07,28
turkey,9452.9,Investment,2023-04-16,89
cotton,4338.15,Harvest,2024-03-03,10
sheep,7245.58,Harvest,2024-01-31,19
fish,4176.02,Harvest,2022-03-05,77
plough,9034.82,Investment,2022-04-21,100
sugarcane,2828.86,Investment,2023-06-01,68
goat,8285.79,Harvest,2022-11-04,29
fruit,9761.44,Harvest,2022-06-17,19
fish,3184.22,Harvest,2022-01-09,51
coffee,9155.63,Investment,2022-04-28,10
wheat,1688.24,Investment,2022-12-18,100
goat,7858.26,Harvest,2023-05-26,15
sheep,4636.4,Harvest,2022-07-28,43
cows,9472.34,Investment,2022-07-24,57
buffalo,8570.22,Investment,2022-07-01,87
goat,8847.67,Harvest,2024-02-18,8
maize,3841.65,Harvest,2023-07-13,75
goats,3697.11,Harvest,2022-01-23,34
groundnut,5736.64,Harvest,2022-09-18,47
irrigation system,9937.71,Investment,2023-07-30,22
goats,2954.22,Harvest,2023-06-16,99
fertilizer spreader,9803.36,Harvest,2022-12-30,39
coconut,1892.42,Investment,2023-12-31,59
millets,8218.09,Harvest,2023-03-29,21
rubber,9422.9,Harvest,2023-09-24,49
pig,5264.38,Harvest,2023-04-27,51
maize,6204.5,Investment,2023-11-18,42
hen,4299.62,Investment,2022-05-10,5
cow,6155.85,Harvest,2023-08-11,78
irrigation system,8481.13,Investment,2024-02-13,4
rubber,926.26,Investment,2022-04-12,7
tea,2099.89,Investment,2023-02-02,74
groundnut,8453.05,Harvest,2022-07-10,27
duck,4777.77,Investment,2024-01-23,4
poultry,3666.39,Investment,2022-01-17,49
cow,9423.75,Harvest,2023-03-07,59
duck,3854.68,Investment,2022-01-20,91
fertilizer spreader,5481.35,Harvest,2023-11-05,86
seed drill,8186.13,Investment,2022-01-12,24
sprayer,4436.81,Investment,2023-06-16,28
poultry,4860.83,Investment,2024-01-16,37
rice,345.12,Investment,2022-08-12,74
cows,4330.54,Harvest,2022-05-25,27
cow,4478.17,Investment,2022-12-04,53
sprayer,982.1,Harvest,2022-05-30,83
tea,2587.22,Investment,2022-06-19,38
irrigation system,4266.29,Investment,2022-11-28,67
horse,8305.25,Harvest,2023-06-12,18
sugarcane,9709.19,Harvest,2022-11-28,27
turkey,868.75,Investment,2022-12-30,79
coconut,6050.25,Investment,2022-03-27,56
coffee,6824.54,Harvest,2023-11-12,95
maize,4447.3,Investment,2022-09-15,81
fertilizer spreader,2680.37,Harvest,2022-10-22,27
maize,549.85,Harvest,2024-05-26,40
coconut,9532.79,Harvest,2022-09-19,53
millets,506.78,Harvest,2023-04-24,68
buffalo,7154.3,Investment,2023-09-20,65
buffalo,5838.42,Investment,2024-03-17,5
sprayer,8543.21,Investment,2022-01-13,26
sheep,8342.23,Harvest,2023-10-30,74
wheat,2387.45,Investment,2022-05-10,6
harvester,6456.11,Investment,2022-11-23,77
sugarcane,794.39,Investment,2022-12-29,23
goat,8829.64,Harvest,2024-01-20,81
sugarcane,8558.03,Harvest,2023-08-04,84
seed drill,255.64,Harvest,2023-10-03,95
rice,615.69,Investment,2023-06-13,58
horse,2384.84,Investment,2022-01-14,8
coconut,6259.48,Harvest,2023-12-18,70
wheat,3923.36,Investment,2023-06-18,24
groundnut,3853.82,Harvest,2023-08-01,34
cow,1097.74,Harvest,2022-06-15,41
goats,9051.65,Investment,2023-10-06,58
seed drill,4575.67,Investment,2022-11-19,85
tea,6115.46,Investment,2024-01-13,82
fruit,2303.61,Harvest,2022-04-10,93
pig,9145.82,Investment,2022-12-14,8
fertilizer spreader,9885.93,Harvest,2024-01-20,41
wheat,163.87,Investment,2024-01-16,70
cotton,9338.14,Investment,2024-06-03,67
vegetable,4099.07,Harvest,2023-07-11,39
fruit,1987.62,Investment,2023-03-28,98
tea,8365.42,Investment,2022-06-08,41
cows,1658.5,Investment,2023-08-17,73
buffalo,3353.89,Harvest,2022-08-04,57
coffee,3704.54,Harvest,2024-01-29,78
vegetable,8306.18,Harvest,2024-01-21,7
pig,6421.07,Investment,2022-11-26,17
hen,5954.11,Harvest,2024-05-04,69
vegetable,594.61,Harvest,2023-04-28,74
sprayer,1900.09,Harvest,2022-05-23,88
sheep,6854.56,Harvest,2022-12-24,34
cow,1847.44,Investment,2023-06-28,62
poultry,161.47,Investment,2022-07-23,59
wheat,1291.08,Investment,2023-09-07,32
cow,4506.86,Harvest,2022-03-30,40
seed drill,6088.54,Investment,2022-11-13,17
rice,7824.5,Harvest,2023-06-20,9
buffalo,2478.33,Harvest,2023-09-19,12
rice,1356.77,Investment,2023-03-12,72
goats,7088.16,Investment,2023-12-20,9
irrigation system,616.02,Harvest,2023-10-04,39
harvester,470.18,Investment,2024-02-19,49
coffee,3530.22,Harvest,2022-05-09,7
goat,9133.99,Harvest,2022-07-03,57
cow,9792.71,Harvest,2023-02-09,51
irrigation system,3686.83,Harvest,2022-11-09,28
harvester,4287.31,Harvest,2024-06-19,98
tractor,1533.25,Harvest,2024-04-22,92
plough,6958.74,Harvest,2023-04-06,93
groundnut,8304.62,Harvest,2022-01-23,26
seed drill,8439.43,Harvest,2022-01-25,87
maize,2261.41,Harvest,2022-04-18,91
cow,5364.8,Harvest,2023-07-19,22
groundnut,3392.6,Investment,2022-05-19,35
pulses,9439.22,Investment,2023-12-31,36
poultry,2912.82,Harvest,2024-04-07,61
turkey,7777.91,Investment,2023-03-21,66
fertilizer spreader,4580.68,Harvest,2023-09-28,91
vegetable,8599.79,Harvest,2024-02-23,56
goat,7056.24,Investment,2024-03-23,86
cows,683.32,Harvest,2022-12-30,41
groundnut,3394.34,Investment,2023-02-25,30
horse,2768.18,Harvest,2022-05-19,68
poultry,6874.52,Investment,2022-03-02,7
seed drill,7202.64,Investment,2022-07-02,79
fish,5621.65,Investment,2022-07-10,42
seed drill,5229.68,Harvest,2022-06-15,73
fertilizer spreader,7684.13,Harvest,2024-04-21,8
goat,5606.79,Harvest,2022-12-25,75
tea,4615.83,Harvest,2024-06-07,54
buffalo,9737.46,Investment,2023-05-31,65
maize,3358.83,Harvest,2023-07-13,42
groundnut,1038.76,Investment,2023-11-26,43
pig,9471.27,Investment,2023-06-25,61
coconut,9455.89,Investment,2022-08-08,39
coconut,4255.39,Harvest,2022-08-26,65
fertilizer spreader,1377.79,Harvest,2022-11-29,60
plough,3084.97,Harvest,2022-05-12,83
horse,949.26,Harvest,2023-02-25,20
millets,3715.37,Investment,2022-12-24,64
plough,4032.35,Investment,2022-09-16,32
sugarcane,2625.81,Investment,2022-06-09,15
buffalo,395.58,Investment,2022-06-12,40
cow,3214.16,Harvest,2024-05-03,52
sugarcane,4200.24,Harvest,2022-09-23,84
fish,6272.92,Investment,2022-12-10,3
cow,5748.52,Harvest,2023-04-10,77
millets,4036.37,Harvest,2024-03-14,79
hen,8722.72,Harvest,2023-04-07,47
pig,6468.09,Investment,2022-07-16,65
cows,3353.07,Harvest,2023-10-01,99
fruit,5242.66,Harvest,2023-05-26,58
tea,1827.96,Harvest,2022-05-23,98
seed drill,5776.96,Harvest,2023-01-15,63
sprayer,2208.71,Investment,2022-02-22,54
coconut,5936.1,Investment,2024-01-29,4
coffee,8492.68,Investment,2023-10-27,88
rice,2078.55,Investment,2024-04-24,8
poultry,9415.88,Harvest,2022-05-25,46
fruit,2623.98,Investment,2023-07-24,73
tea,5243.52,Investment,2023-10-02,52
goat,810.84,Harvest,2023-11-28,57
wheat,4657.48,Investment,2022-12-26,94
fruit,8114.71,Harvest,2022-03-20,18
sprayer,3221.22,Investment,2024-01-21,90
groundnut,4841.49,Harvest,2022-08-03,76
goat,1604.0,Harvest,2023-10-22,34
horse,8821.89,Harvest,2024-01-14,66
fruit,6691.8,Investment,2023-12-06,44
fish,2322.62,Investment,2022-11-26,10
sheep,3419.37,Harvest,2024-03-18,43
cow,8509.97,Harvest,2023-04-13,76
fish,5541.42,Harvest,2024-05-13,82
fertilizer spreader,732.36,Harvest,2023-11-20,36
groundnut,6579.73,Investment,2024-02-16,92
horse,4247.05,Investment,2024-06-07,13
horse,6178.75,Investment,2022-12-06,24
millets,8054.81,Harvest,2024-01-05,13
rubber,7469.46,Harvest,2023-08-20,47
plough,3944.28,Harvest,2022-01-18,62
vegetable,4795.07,Investment,2023-05-12,67
seed drill,1766.72,Harvest,2024-04-07,88
coffee,9056.11,Harvest,2023-10-03,18
goats,1405.45,Investment,2023-04-01,56
cow,9272.72,Harvest,2022-05-12,6
sprayer,3711.87,Harvest,2023-02-22,48
poultry,3443.77,Investment,2022-02-22,49
cow,5235.51,Harvest,2023-12-21,50
seed drill,1583.98,Harvest,2024-01-18,91
tea,3225.06,Harvest,2022-01-25,61
goats,2249.0,Harvest,2023-06-08,92
goat,9819.82,Investment,2023-07-08,26
fruit,2510.85,Investment,2023-10-29,76
tea,9656.82,Harvest,2023-06-01,63
cotton,760.44,Harvest,2022-05-11,39
harvester,5232.02,Investment,2024-05-11,68
seed drill,4622.29,Harvest,2023-03-25,81
millets,7200.73,Harvest,2023-05-16,38
coffee,7081.94,Investment,2024-05-22,99
plough,2761.34,Investment,2024-02-03,100
fish,511.0,Investment,2023-12-07,66
coffee,3116.1,Harvest,2023-04-28,85
poultry,8573.77,Investment,2023-04-23,13
goat,5812.88,Investment,2022-09-14,54
groundnut,2187.5,Harvest,2023-09-06,90
fruit,425.32,Harvest,2022-01-01,58
pulses,4750.68,Investment,2022-03-22,69
goat,4288.43,Harvest,2022-06-03,39
hen,3594.4,Investment,2023-07-02,99
irrigation system,851.12,Harvest,2023-08-30,82
wheat,2058.98,Investment,2023-10-14,39
pig,1145.84,Harvest,2024-02-04,14
irrigation system,6991.56,Harvest,2022-12-01,80
horse,3257.38,Harvest,2023-01-17,73
pig,199.03,Investment,2024-01-12,48
goats,1251.45,Investment,2022-04-04,72
goat,8937.41,Investment,2023-06-19,69
sprayer,8972.87,Investment,2022-05-19,33
sheep,9151.55,Investment,2022-12-16,63
cotton,9172.78,Harvest,2023-12-27,95
hen,9078.75,Investment,2022-11-15,94
duck,3565.15,Investment,2022-10-25,70
maize,9501.97,Investment,2022-01-16,45
seed drill,4527.44,Harvest,2022-07-31,41
groundnut,4050.22,Harvest,2022-04-22,4
millets,9516.67,Harvest,2023-05-10,79
fertilizer spreader,5954.72,Investment,2022-04-23,31
cow,9917.92,Harvest,2023-10-22,3
goat,2309.83,Investment,2023-10-07,16
fertilizer spreader,5018.52,Harvest,2022-11-27,56
poultry,6417.61,Harvest,2022-06-22,24
sheep,2272.85,Investment,2024-05-27,1
sprayer,8931.97,Harvest,2022-10-15,99
rice,2335.09,Harvest,2022-01-27,86
cows,7384.69,Investment,2024-05-28,2
sheep,1874.63,Investment,2024-05-13,9
pig,4610.59,Investment,2024-05-17,23
hen,8967.07,Harvest,2024-04-22,97
cow,8524.8,Investment,2022-07-26,81
harvester,7875.09,Harvest,2023-08-26,98
goat,8439.92,Harvest,2024-04-29,84
horse,9191.24,Harvest,2022-11-14,65
groundnut,7180.67,Investment,2022-11-28,57
tractor,1146.19,Harvest,2023-03-12,46
rice,2075.47,Investment,2022-05-06,77
duck,1331.83,Harvest,2024-03-31,61
sugarcane,5483.54,Investment,2022-03-11,62
coconut,1385.81,Harvest,2023-03-26,24
fertilizer spreader,2785.4,Harvest,2023-12-31,1
plough,2610.63,Investment,2023-06-19,53
wheat,3712.76,Investment,2022-04-24,87
seed drill,6457.95,Investment,2023-04-10,72
fertilizer spreader,559.7,Investment,2023-06-24,39
rubber,4309.84,Harvest,2022-03-07,62
irrigation system,3028.05,Harvest,2022-09-03,20
fish,8908.69,Investment,2022-09-17,80
millets,766.94,Investment,2022-03-28,74
buffalo,2153.92,Investment,2022-02-25,75
rubber,4142.77,Harvest,2024-06-04,25
fish,3360.39,Harvest,2023-07-10,35
hen,7521.7,Harvest,2023-09-24,43
fruit,4351.57,Harvest,2023-01-25,43
groundnut,7201.92,Investment,2022-04-03,13
cows,9755.07,Investment,2022-07-22,13
fertilizer spreader,7009.16,Harvest,2023-03-08,70
millets,2683.98,Harvest,2024-01-21,57
groundnut,2268.37,Investment,2024-04-15,91
rubber,3418.51,Harvest,2024-04-06,35
sugarcane,407.02,Harvest,2022-08-29,94
duck,9769.37,Investment,2023-09-25,95
turkey,657.77,Investment,2024-05-28,3
coconut,1017.57,Harvest,2023-09-14,71
maize,743.52,Investment,2022-10-11,33
goat,3145.18,Investment,2022-06-20,61
coconut,6810.73,Investment,2023-03-31,4
goats,4590.97,Harvest,2022-12-29,51
tractor,7225.59,Harvest,2022-06-20,48
poultry,7314.27,Harvest,2023-05-17,100
wheat,7360.56,Investment,2022-08-05,81
maize,8682.08,Harvest,2023-07-25,42
coffee,5988.91,Investment,2024-05-17,43
tractor,8839.47,Harvest,2023-10-01,53
cow,148.21,Harvest,2024-05-30,37
rubber,4259.49,Investment,2023-12-30,88
horse,6212.39,Investment,2023-09-05,54
tractor,1728.22,Investment,2024-04-03,99
coffee,114.55,Harvest,2023-10-29,8
coffee,8578.95,Harvest,2022-06-30,35
sugarcane,6249.39,Harvest,2023-03-12,66
plough,3730.03,Harvest,2023-02-06,68
hen,9989.69,Harvest,2023-04-15,97
cow,4576.44,Harvest,2023-04-19,15
sheep,9095.04,Investment,2023-06-29,27
sprayer,5683.97,Investment,2023-08-29,92
goats,7537.22,Harvest,2023-01-27,71
poultry,237.94,Harvest,2023-03-02,38
fertilizer spreader,6962.46,Harvest,2022-08-14,79
cow,6849.35,Harvest,2024-06-07,47
pulses,3093.65,Harvest,2022-01-14,76
horse,4886.58,Investment,2022-05-27,22
tea,9638.98,Investment,2022-07-12,7
cow,6138.09,Investment,2022-09-23,6
wheat,5927.08,Investment,2023-08-22,77
millets,9820.06,Harvest,2024-05-17,47
vegetable,9450.23,Investment,2023-07-28,1
cows,4505.12,Harvest,2024-04-09,23
pulses,3472.73,Investment,2023-04-24,15
fruit,7518.86,Harvest,2023-02-02,74
buffalo,4572.2,Investment,2023-08-09,91
fertilizer spreader,3037.29,Harvest,2023-07-21,51
irrigation system,6460.31,Harvest,2023-06-15,72
cow,8667.76,Investment,2023-02-05,34
pulses,556.3,Harvest,2022-11-25,98
plough,7842.49,Harvest,2022-06-23,33
pig,5733.37,Harvest,2024-05-29,98
goats,6886.57,Investment,2022-11-13,83
harvester,8520.36,Harvest,2024-02-09,22
vegetable,6359.37,Investment,2023-02-28,79
pig,7760.54,Harvest,2022-11-26,40
duck,2517.73,Investment,2024-02-28,43
cow,6804.22,Harvest,2023-03-18,53
millets,198.98,Investment,2024-02-29,3
goat,6628.83,Harvest,2023-03-07,4
harvester,4624.56,Investment,2023-10-21,68
fertilizer spreader,8139.14,Investment,2022-02-13,57
duck,8649.71,Investment,2023-11-22,38
goat,9030.71,Harvest,2022-11-05,64
hen,8633.85,Harvest,2022-06-16,7
pulses,9803.18,Investment,2023-03-26,62
buffalo,782.21,Harvest,2024-03-06,34
buffalo,6388.81,Harvest,2023-02-25,25
coconut,8436.85,Investment,2024-02-03,23
cow,6153.04,Harvest,2022-09-21,58
groundnut,7664.32,Investment,2022-09-06,53
plough,4924.08,Harvest,2023-01-01,49
sheep,8069.95,Harvest,2022-01-30,94
coffee,7995.1,Investment,2024-02-09,63
poultry,7816.73,Investment,2022-03-09,15
maize,5782.12,Investment,2023-08-09,71
hen,3063.19,Investment,2023-11-16,16
duck,6370.31,Harvest,2022-12-21,29
cow,1560.12,Investment,2022-08-16,81
hen,4677.18,Harvest,2023-01-25,19
sheep,9932.26,Harvest,2022-03-05,84
maize,9799.2,Harvest,2022-08-14,2
sheep,5082.39,Harvest,2022-07-04,8
tea,4846.83,Investment,2023-06-09,31
plough,6955.27,Investment,2023-06-11,47
duck,9271.71,Investment,2023-12-06,96
plough,5581.01,Investment,2023-01-03,20
pulses,9782.87,Investment,2023-01-16,67
pulses,5930.54,Investment,2022-03-12,57
plough,106.68,Investment,2023-09-07,35
wheat,6854.12,Harvest,2024-03-06,16
groundnut,8197.44,Investment,2023-12-28,4
millets,6235.23,Investment,2023-10-18,82
turkey,6337.66,Investment,2024-06-04,26
vegetable,3977.77,Harvest,2022-03-02,79
seed drill,1293.47,Harvest,2022-09-12,42
pig,8139.96,Investment,2022-05-16,30
rice,4466.32,Harvest,2024-05-17,78
duck,5390.4,Harvest,2024-03-30,8
groundnut,9656.09,Harvest,2024-06-15,63
plough,5311.71,Investment,2023-06-06,98
hen,7786.95,Harvest,2023-10-26,62
tractor,8045.96,Harvest,2022-09-25,50
millets,1600.11,Harvest,2024-05-24,4
hen,8360.05,Investment,2023-05-30,53
buffalo,9343.62,Investment,2022-04-10,19
pig,1859.63,Investment,2022-08-08,4
rubber,8621.13,Harvest,2022-07-12,84
goats,8250.45,Investment,2023-03-03,22
fertilizer spreader,4268.56,Investment,2024-03-01,38
millets,6491.7,Investment,2022-06-26,61
sheep,952.71,Investment,2023-02-13,39
seed drill,1432.79,Harvest,2022-05-08,29
duck,4703.63,Investment,2023-06-11,19
turkey,9251.4,Investment,2023-12-13,6
rice,8093.34,Investment,2022-07-23,76
poultry,5362.78,Investment,2024-06-10,67
goat,7320.31,Investment,2023-08-12,80
vegetable,5635.4,Harvest,2022-05-22,74
pulses,3531.87,Harvest,2023-12-08,26
cows,9284.45,Investment,2023-05-06,87
vegetable,1442.3,Investment,2022-08-13,2
fertilizer spreader,4608.91,Investment,2023-01-18,48
plough,5144.94,Harvest,2023-11-18,1
fruit,6869.1,Harvest,2023-06-19,16
rice,3002.58,Harvest,2022-09-14,65
duck,8773.58,Investment,2022-09-01,34
poultry,9759.55,Harvest,2022-05-08,37
horse,5659.44,Harvest,2023-01-11,93
millets,6452.62,Harvest,2022-12-06,97
sugarcane,5160.96,Investment,2023-10-23,40
vegetable,4871.11,Investment,2023-05-06,13
buffalo,791.16,Harvest,2023-08-23,67
plough,3597.94,Harvest,2022-04-25,99
sprayer,7600.98,Harvest,2023-08-18,38
seed drill,5996.39,Investment,2022-07-23,17
poultry,6106.5,Investment,2024-04-19,51
poultry,333.12,Harvest,2022-07-06,25
groundnut,4604.44,Harvest,2023-04-16,73
vegetable,7723.26,Harvest,2022-10-21,10
harvester,3394.01,Harvest,2023-12-15,90
harvester,2260.59,Investment,2023-03-01,75
turkey,6101.83,Investment,2024-06-13,26
plough,8080.26,Investment,2024-01-16,41
seed drill,1447.09,Harvest,2023-06-12,58
sugarcane,7443.16,Investment,2023-01-25,18
sugarcane,3141.47,Investment,2023-09-28,17
maize,9482.12,Harvest,2022-06-20,5
cows,5438.91,Harvest,2022-06-16,67
millets,1947.26,Harvest,2023-07-03,11
maize,8660.39,Harvest,2024-04-01,6
pulses,9093.4,Harvest,2023-06-18,28
sprayer,3288.22,Investment,2022-11-29,83
plough,4113.19,Harvest,2022-05-25,32
rice,3916.4,Investment,2022-04-26,99
horse,9237.84,Investment,2023-02-12,56
harvester,760.98,Harvest,2023-06-15,27
turkey,945.52,Investment,2022-10-09,36
fish,9056.28,Harvest,2024-01-04,82
seed drill,2722.19,Harvest,2022-11-09,62
groundnut,5859.54,Investment,2023-07-14,77
wheat,5178.32,Investment,2023-04-28,6
pig,6744.68,Harvest,2023-09-07,46
coconut,6939.81,Harvest,2022-06-11,70
duck,8888.46,Harvest,2023-04-23,26
duck,7257.84,Harvest,2022-09-11,94
goats,6949.52,Harvest,2024-03-31,5
cow,5283.04,Investment,2024-05-30,75
plough,4821.67,Harvest,2024-04-22,28
cotton,2622.2,Investment,2023-11-18,46
vegetable,3718.52,Harvest,2022-06-13,65
millets,1323.08,Investment,2022-02-22,38
pulses,3488.18,Investment,2024-04-13,70
goat,162.13,Harvest,2022-03-28,52
rubber,9719.75,Harvest,2022-09-11,21
turkey,1306.29,Investment,2023-12-28,36
vegetable,4961.48,Harvest,2023-07-11,33
buffalo,294.78,Harvest,2022-11-20,39
coffee,8209.85,Investment,2023-05-22,95
coffee,6843.38,Harvest,2023-05-12,96
goats,2432.78,Investment,2024-03-01,42
hen,8508.79,Investment,2024-06-12,75
harvester,2569.08,Investment,2024-01-18,26
goat,1184.01,Investment,2023-06-12,32
wheat,129.91,Harvest,2023-07-13,18
maize,2136.98,Investment,2024-05-19,66
irrigation system,8762.61,Harvest,2022-06-16,97
harvester,4961.71,Harvest,2022-10-17,46
buffalo,7021.95,Harvest,2023-04-30,94
cotton,6565.3,Investment,2022-06-24,90
wheat,8652.81,Harvest,2022-12-26,3
turkey,5749.82,Harvest,2023-07-08,7
horse,5629.17,Harvest,2022-07-15,42
seed drill,5147.44,Investment,2023-10-02,85
pig,9693.24,Investment,2023-01-06,49
pig,2241.68,Harvest,2022-01-23,20
goats,2014.93,Harvest,2022-11-25,99
hen,2970.57,Investment,2022-07-28,58
horse,3485.53,Harvest,2022-10-17,35
sheep,4708.29,Investment,2022-05-18,33
maize,4591.02,Investment,2023-11-23,42
goat,3923.55,Investment,2024-05-04,33
seed drill,3579.63,Harvest,2023-07-24,6
fruit,5881.52,Investment,2022-04-30,78
duck,8240.88,Harvest,2024-06-10,83
harvester,4883.36,Investment,2022-11-04,24
rice,6723.41,Investment,2022-02-23,37
groundnut,8568.21,Investment,2023-02-03,43
pig,2265.25,Harvest,2023-08-16,17
pulses,2246.9,Harvest,2024-03-07,34
fish,815.64,Investment,2022-10-26,100
wheat,8427.38,Harvest,2023-07-01,88
cows,2405.32,Investment,2022-05-19,38
hen,7844.72,Investment,2022-05-09,21
cows,4628.91,Harvest,2023-12-27,6
millets,5544.75,Investment,2022-11-02,25
maize,1798.36,Investment,2023-11-10,40
cotton,3967.67,Investment,2023-06-21,13
sheep,230.73,Harvest,2024-03-18,34
cotton,7789.42,Investment,2022-10-07,4
vegetable,3599.58,Investment,2022-11-04,18
wheat,3482.89,Harvest,2022-06-07,7
cows,474.75,Investment,2023-02-12,63
vegetable,2437.96,Investment,2022-01-23,89
horse,8521.16,Harvest,2023-10-01,58
tractor,6248.62,Harvest,2022-01-22,62
sugarcane,317.82,Investment,2023-08-21,69
duck,7722.94,Investment,2024-02-20,4
harvester,4780.26,Investment,2023-09-04,97
wheat,8906.89,Investment,2023-07-30,41
sugarcane,1260.76,Harvest,2023-03-08,5
horse,6831.05,Investment,2024-02-12,12
sprayer,3311.93,Harvest,2024-01-11,18
harvester,6956.61,Harvest,2022-06-06,51
sprayer,2821.28,Harvest,2022-08-28,79
vegetable,1779.74,Harvest,2023-02-02,83
fertilizer spreader,1710.97,Harvest,2023-05-23,82
irrigation system,3829.85,Investment,2022-11-26,23
pulses,1670.97,Investment,2024-06-07,35
rice,8816.92,Investment,2022-08-05,29
horse,378.23,Harvest,2024-05-23,33
sheep,5350.03,Investment,2022-05-30,36
pig,9050.34,Investment,2022-05-03,74
plough,5443.31,Investment,2024-02-05,17
cotton,9574.22,Investment,2023-04-03,90
fish,1020.21,Harvest,2023-10-19,83
goats,365.76,Investment,2024-04-12,90
fish,9124.94,Investment,2022-08-15,17
sheep,7693.91,Harvest,2023-12-19,58
groundnut,1778.35,Harvest,2022-06-04,67
rubber,6751.54,Harvest,2024-04-28,10
rice,4166.22,Investment,2024-04-08,11
tractor,9028.97,Harvest,2022-04-07,32
cow,6351.98,Harvest,2022-12-14,35
millets,2308.99,Harvest,2023-03-16,52
coconut,916.45,Harvest,2024-01-05,29
groundnut,8592.84,Harvest,2023-09-26,93
maize,7584.74,Harvest,2023-11-17,13
sugarcane,9922.36,Harvest,2024-03-07,15
irrigation system,7828.89,Harvest,2023-09-13,47
irrigation system,378.53,Harvest,2024-02-19,3
rice,3167.51,Harvest,2023-04-29,43
rubber,2904.39,Harvest,2022-05-13,26
harvester,7273.5,Investment,2022-05-01,90
rice,3696.34,Harvest,2022-08-31,84
coconut,8050.42,Harvest,2022-04-02,99
coconut,5427.43,Harvest,2022-11-03,5
pulses,2292.88,Investment,2022-05-22,32
poultry,2564.4,Investment,2022-03-01,49
poultry,4014.73,Harvest,2023-06-17,80
goats,6959.16,Investment,2022-04-22,94
fertilizer spreader,8483.65,Investment,2022-07-16,28
wheat,1011.15,Harvest,2022-04-23,68
sugarcane,6731.24,Investment,2023-06-06,44
cotton,8381.03,Harvest,2023-03-04,31
duck,8275.4,Investment,2023-12-12,16
cows,9344.26,Harvest,2022-04-01,24
horse,5681.8,Harvest,2023-12-15,93
coconut,887.72,Harvest,2023-12-17,33
buffalo,6699.49,Investment,2023-03-04,59
cotton,537.59,Harvest,2023-01-01,76
sugarcane,8964.8,Investment,2023-03-13,40
poultry,9689.39,Harvest,2024-05-20,68
duck,3473.1,Investment,2023-09-30,59
sheep,4122.75,Harvest,2022-02-26,41
hen,377.86,Investment,2023-12-19,9
plough,5197.77,Harvest,2024-04-09,33
sugarcane,9184.15,Harvest,2023-01-23,97
pig,9116.93,Harvest,2023-07-04,11
sprayer,1276.04,Investment,2023-02-13,33
tea,9234.62,Harvest,2022-05-13,77
rice,8167.42,Harvest,2023-01-18,87
seed drill,1482.2,Investment,2023-04-01,43
wheat,8496.87,Investment,2022-01-04,99
maize,426.63,Investment,2024-06-03,17
sheep,7176.67,Investment,2024-04-24,91
poultry,2111.92,Harvest,2022-03-28,51
cow,6434.64,Harvest,2022-06-19,40
cow,9497.2,Investment,2023-02-19,13
cotton,2798.5,Harvest,2024-05-30,76
turkey,6613.89,Investment,2023-06-27,40
rubber,4118.05,Harvest,2022-08-07,92
seed drill,8799.21,Harvest,2023-08-13,54
millets,5573.96,Investment,2023-09-29,91
fruit,1112.25,Harvest,2022-07-22,14
cow,5394.92,Investment,2022-07-13,99
plough,9733.7,Investment,2022-11-20,95
duck,8340.53,Harvest,2022-03-22,94
rice,5859.58,Harvest,2023-01-19,9
coconut,3578.92,Harvest,2022-06-23,88
tractor,8519.3,Investment,2023-12-08,83
sugarcane,5307.0,Investment,2022-03-11,92
buffalo,9148.1,Investment,2023-10-26,60
irrigation system,3228.72,Harvest,2023-06-03,16
millets,6656.55,Harvest,2024-03-21,77
buffalo,1178.67,Harvest,2024-02-19,85
poultry,3324.7,Harvest,2022-06-22,79
sprayer,6557.27,Investment,2022-09-18,82
rice,9089.41,Harvest,2022-11-20,4
duck,8100.39,Harvest,2023-09-12,38
coconut,744.99,Investment,2023-02-25,57
sheep,1201.04,Investment,2023-09-01,86
sheep,3911.73,Investment,2022-06-30,53
plough,1381.82,Investment,2023-05-18,29
groundnut,435.74,Harvest,2024-03-15,2
pig,5911.75,Harvest,2022-06-30,7
poultry,5081.91,Investment,2023-04-26,24
goat,3609.42,Harvest,2022-01-26,2
turkey,2097.25,Harvest,2022-12-23,79
vegetable,1451.66,Harvest,2022-08-26,21
horse,6054.54,Harvest,2022-12-12,74
pulses,212.76,Harvest,2022-07-28,27
harvester,5434.11,Harvest,2023-12-22,82
coffee,1213.5,Harvest,2023-08-28,77
rubber,2183.04,Investment,2023-09-17,7
vegetable,2414.68,Harvest,2022-03-16,86
cows,7785.55,Investment,2022-06-10,96
rice,8998.37,Harvest,2023-01-12,93
cotton,3229.91,Investment,2022-01-01,73
harvester,5602.72,Harvest,2022-04-23,10
horse,2798.31,Investment,2022-07-29,64
sheep,2554.92,Investment,2022-06-08,88
pig,6196.33,Investment,2023-12-21,92
buffalo,5607.91,Investment,2023-02-08,26
fish,3225.56,Investment,2022-06-16,20
pulses,9562.96,Harvest,2023-02-02,93
seed drill,7967.48,Harvest,2023-11-26,33
horse,6516.37,Investment,2023-01-05,17
